country;type;channel_id;name;access;subscribers;category;category_native;reach;comment_index;time
ru;chat;@phuket_toptravel;Пхукет | Комьюнити | Чат;public;1882;blogs;Блоги;36,0;51,0;2023-11-24 15:15:20.831436
ru;chat;@montyan_chat;Чатик #МОНТЯН!;public;7691;blogs;Блоги;9500,0;9200,0;2023-11-24 15:15:20.831436
ru;chat;@Deepchat7;Deep🤢Chat;public;16815;blogs;Блоги;12100,0;7600,0;2023-11-24 15:15:20.831436
ru;chat;@MeatOlimp;Клуб мясопереработчиков;public;2180;blogs;Блоги;61,0;56,0;2023-11-24 15:15:20.831436
ru;chat;@mamochki70;Мамочки Томск | Мамы Томск | Мамочки |Жители Томск| Чат Томск;public;1557;blogs;Блоги;25,0;61,0;2023-11-24 15:15:20.831436
ru;chat;@VAZON_MLBB;𝐕𝐀𝐙𝐎𝐍 🪷 | 𝐌𝐨𝐛𝐢𝐥𝐞 𝐋𝐞𝐠𝐞𝐧𝐝𝐬.;public;1744;blogs;Блоги;13600,0;756,0;2023-11-24 15:15:20.831436
ru;chat;@doctorbobrovskiy1;Доктор Бобровский | Кемерово;public;999;blogs;Блоги;0,0;1,0;2023-11-24 15:15:20.831436
ru;chat;@naehali_chat;Понаехали Chat;public;2026;blogs;Блоги;5100,0;1500,0;2023-11-24 15:15:20.831436
ru;chat;@Lodisvet2;ЧАТ у Светланы ЛОДиСВЕТ;public;1899;blogs;Блоги;966,0;1000,0;2023-11-24 15:15:20.831436
ru;chat;@nevesta88;Женихи и Невесты ❤️;public;392;blogs;Блоги;14,0;1,0;2023-11-24 15:15:20.831436
ru;chat;@chat_vezhlivye_zlye;Чат Vежливые и Zлые;public;2218;blogs;Блоги;499,0;47,0;2023-11-24 15:15:20.831436
ru;chat;@tabasaran_chat;Табасаран;public;423;blogs;Блоги;2500,0;308,0;2023-11-24 15:15:20.831436
ru;chat;@kuzichev_chat;Кузичев Chat;public;3788;blogs;Блоги;5100,0;2100,0;2023-11-24 15:15:20.831436
ru;chat;@nakedmoleratchat;Голый землекоп Chat;public;1832;blogs;Блоги;262,0;588,0;2023-11-24 15:15:20.831436
ru;chat;@junnot_chat;Frontend chat 🙂🇺🇦;public;263;blogs;Блоги;12,0;135,0;2023-11-24 15:15:20.831436
ru;chat;@rainychatt;Рэйни;public;877;blogs;Блоги;5700,0;877,0;2023-11-24 15:15:20.831436
ru;chat;@ajshwisndy;Нужный чат. Москва;public;483;blogs;Блоги;4,0;9,0;2023-11-24 15:15:20.831436
ru;chat;@mozg_mozg777;Включаем МОЗГ - Ответы на Вопросы;public;1170;blogs;Блоги;165,0;5,0;2023-11-24 15:15:20.831436
ru;chat;@ppollishesss;POLINKINS chat;public;568;blogs;Блоги;2000,0;810,0;2023-11-24 15:15:20.831436
ru;chat;@olgaswellness;Философия Здоровья и Красоты;public;73;blogs;Блоги;207,0;32,0;2023-11-24 15:15:14.769662
ru;chat;@chatsokolovsky;🇺🇦 Чат Соколовского 🇷🇺;public;693;blogs;Блоги;412,0;676,0;2023-11-24 15:15:20.831436
ru;chat;@WhatDontYouLoveUsAnymoreChat;Архитектор Мендисабаль: патриот и спермобак.;public;883;blogs;Блоги;5100,0;514,0;2023-11-24 15:15:20.831436
ru;chat;@VadimShegalov;🔵 Вадим Шегалов - Новая Группа;public;1609;blogs;Блоги;190,0;266,0;2023-11-24 15:15:20.831436
ru;chat;@tkineshma_chat;Типичная Кинешма. Чат;public;240;blogs;Блоги;222,0;268,0;2023-11-24 15:15:20.831436
ru;chat;@payton_moormeier_chat;ПЭЙТОН | PAYTON MOORMEIER - Чат;public;996;blogs;Блоги;1200,0;209,0;2023-11-24 15:15:20.831436
ru;chat;@similchat;similchat;public;71;blogs;Блоги;64,0;24,0;2023-11-24 15:15:08.625666
ru;chat;@bookerdechat;БУКЕРДЧАТ;public;526;blogs;Блоги;1400,0;1400,0;2023-11-24 15:15:20.831436
ru;chat;@rayagro;📌 Чат РайАгро;public;209;blogs;Блоги;8,0;11,0;2023-11-24 15:15:20.831436
ru;chat;@reklamainstagram_new;Реклама у блогеров |Биржа|;public;172;blogs;Блоги;418,0;69,0;2023-11-24 15:15:14.769662
ru;chat;@russianlittleowl;Parliament of Owls;public;320;blogs;Блоги;474,0;138,0;2023-11-24 15:15:20.831436
ru;chat;@hello_galya;ХАЛЯ АТМЕНА;public;385;blogs;Блоги;1700,0;202,0;2023-11-24 15:15:20.831436
ru;chat;@zeldor_balashikha;Желдор.;public;79;blogs;Блоги;141,0;14,0;2023-11-24 15:15:14.769662
ru;chat;@Sad_s_Catherine_Govorova;Группа Катерины Говоровой;public;446;blogs;Блоги;906,0;156,0;2023-11-24 15:15:20.831436
ru;chat;@nylon_tights;SSA Nylon Pantyhose talks;public;125;blogs;Блоги;70,0;55,0;2023-11-24 15:15:14.769662
ru;chat;@apiratorna9;Апираторная/мойшавор;public;358;blogs;Блоги;1500,0;751,0;2023-11-24 15:15:20.831436
ru;chat;@deathshowtop11;Дез Chat;public;465;blogs;Блоги;329,0;325,0;2023-11-24 15:15:20.831436
ru;chat;@rostovchanki_chat;Ростовчанки - женский чат Ростов-на-Дону;public;101;blogs;Блоги;23,0;34,0;2023-11-24 15:15:14.769662
ru;chat;@kivvi_chatik;Киввинчик;public;59;blogs;Блоги;296,0;19,0;2023-11-24 15:15:14.769662
ru;chat;@freebalashiham;Отдам Даром Балашиха Москва 🏨;public;78;blogs;Блоги;0,0;0,0;2023-11-24 15:15:14.769662
ru;chat;@freedomvos;Даром Домодедово Востряково 🏦;public;63;blogs;Блоги;0,0;1,0;2023-11-24 15:15:08.625666
ru;chat;@avvablog_chat;Avvablog - комментарии;public;394;blogs;Блоги;3500,0;621,0;2023-11-24 15:15:20.831436
ru;chat;@workreutovnov;Услуги Реутов | Новокосино МСК ⛪;public;54;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@gabrulya;Шапито•Лжешапито•злые падлы;public;765;blogs;Блоги;3900,0;505,0;2023-11-24 15:15:20.831436
ru;chat;@AntiFemboi1;ЧВК АНТИ ФЕМБОЙ;public;46;blogs;Блоги;304,0;36,0;2023-11-24 15:15:14.769662
ru;chat;@workbalashiham;Услуги Мастера Балашиха Москва 🏨;public;63;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@audio_rwchat;Audio RW ЧАТ;public;73;blogs;Блоги;297,0;39,0;2023-11-24 15:15:14.769662
ru;chat;@alexa_mzp;Алекса Оник;public;406;blogs;Блоги;187,0;362,0;2023-11-24 15:15:20.831436
ru;chat;@freelitkarinomsk;Отдам Даром Лыткарино Москва 🏩;public;72;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@sNakedNest;sNaked Nest;public;147;blogs;Блоги;498,0;137,0;2023-11-24 15:15:14.769662
ru;chat;@AOmurmanskchat;Чат Арктического обозревателя;public;157;blogs;Блоги;469,0;306,0;2023-11-24 15:15:14.769662
ru;chat;@popovrtrchat;Евгений Попов Chat;public;791;blogs;Блоги;901,0;1600,0;2023-11-24 15:15:20.831436
ru;chat;@dvoretskovchat;ДВОРЕЦКОВ ЧАТ;public;913;blogs;Блоги;3900,0;405,0;2023-11-24 15:15:20.831436
ru;chat;@balashiham;Балашиха Москва 🏨;public;67;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@workdomvos;Услуги Домодедово Востряково 🏦;public;55;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@chat_archivarius;🅰️ Чат Архивариуса;public;60;blogs;Блоги;84,0;176,0;2023-11-24 15:15:14.769662
ru;chat;@reutovnov;Реутов | Новокосино МСК ⛪;public;62;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@comment_da;Чат Дорогой Рекомендации;public;75;blogs;Блоги;2,0;22,0;2023-11-24 15:15:08.625666
ru;chat;@sobaken_sochi;Домашние питомцы Сочи;public;131;blogs;Блоги;14,0;8,0;2023-11-24 15:15:14.769662
ru;chat;@gastrofestbychat;GASTROFEST.BY CHAT;public;134;blogs;Блоги;3,0;16,0;2023-11-24 15:15:14.769662
ru;chat;@litkarinomsk;Лыткарино Москва 🏩;public;59;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@domvos;Домодедово Востряково 🏦;public;63;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@nerealnue;@nerealnue;public;151;blogs;Блоги;688,0;53,0;2023-11-24 15:15:14.769662
ru;chat;@anetrahmetchat;Посидим попиздим;public;681;blogs;Блоги;5600,0;3100,0;2023-11-24 15:15:20.831436
ru;chat;@freereutovnov;Даром Реутов | Новокосино МСК ⛪;public;58;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@moskvarabota001;Таянч Москва работа 001;public;61;blogs;Блоги;20,0;19,0;2023-11-24 15:15:08.625666
ru;chat;@ShchukinChat;Щукин/Чат/;public;122;blogs;Блоги;71,0;55,0;2023-11-24 15:15:08.625666
ru;chat;@freegreenzkspb;Отдам Даром Зелёный квартал СПб 🌳;public;177;blogs;Блоги;0,0;0,0;2023-11-24 15:15:20.831436
ru;chat;@onlainzarabotokvtelegramm;Заработок в Телеграмм 💸;public;14;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@regrus80;Регион 80 Донецкая область❤️‍🔥 ДНР большой чат объявления вакансии;public;21;blogs;Блоги;1,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@worklitkarinomsk;Услуги Лыткарино Москва 🏩;public;44;blogs;Блоги;0,0;0,0;2023-11-24 15:15:08.625666
ru;chat;@SPoyarkov;Ничего Святого😜;public;195;blogs;Блоги;203,0;430,0;2023-11-24 15:15:20.831436
ru;chat;@varyaNNvip;НН_варя;public;15;blogs;Блоги;42,0;2,0;2023-11-24 15:15:14.769662
ru;chat;@narutozonaru;Аниме шоу;public;25;blogs;Блоги;19,0;20,0;2023-11-24 15:15:14.769662
ru;chat;@doublexclamationchat;!!chat;public;50;blogs;Блоги;86,0;54,0;2023-11-24 15:15:08.625666
ru;chat;@tyumen72_pro;Тюмень обсуждение 💬;public;62;blogs;Блоги;44,0;49,0;2023-11-24 15:15:14.769662
ru;chat;@stylish_club_olgaefanova;Чат_Стильный клуб Ольги Ефановой;public;254;blogs;Блоги;100,0;21,0;2023-11-24 15:15:20.831436
ru;chat;@ArtemDimitrovChat;Artem Dimitrov Chat;public;759;blogs;Блоги;303,0;146,0;2023-11-24 15:15:20.831436
ru;chat;@cashchatdostoverkin;Достоверкин Chat;public;135;blogs;Блоги;510,0;305,0;2023-11-24 15:15:14.769662
ru;chat;@family_de_bill_production;дикі кицюні ❤️‍🔥;public;5;blogs;Блоги;99,0;24,0;2023-11-24 15:15:08.625666
ru;chat;@zachemchat;Зачем-чат;public;32;blogs;Блоги;4,0;68,0;2023-11-24 15:15:14.769662
ru;chat;@entangledcoasts_bar;Бар "Усталый DPOшник";public;55;blogs;Блоги;5,0;25,0;2023-11-24 15:15:14.769662
ru;chat;@feochat;Открытый* Фёдор-чат.;public;115;blogs;Блоги;108,0;38,0;2023-11-24 15:15:08.625666
ru;chat;@abunchoflamers;a bunch of museum lamers;public;129;blogs;Блоги;29,0;23,0;2023-11-24 15:15:08.625666
ru;chat;@demianvolkovchat;ВОЛКОВЫ ЧАТ 🌈🤫;public;346;blogs;Блоги;700,0;146,0;2023-11-24 15:15:20.831436
ru;chat;@artemmaslovfun;Бьютибукинг;public;506;blogs;Блоги;1300,0;130,0;2023-11-24 15:15:20.831436
ru;chat;@anyamomanya1;🌺🌿 АНЯМОМАНЯ 🌺🌿;public;874;blogs;Блоги;441,0;276,0;2023-11-24 15:15:20.831436
ru;chat;@ddch2;Drunk doctor's chat;public;11;blogs;Блоги;0,0;3,0;2023-11-24 15:15:14.769662
ru;chat;@myksyushka;Сюжеты Кс из жизни Ксюши 🐒;public;11;blogs;Блоги;1,0;3,0;2023-11-24 15:15:14.769662
ru;chat;@interesnyechat;Обо всем на свете ЧАТ;public;12;blogs;Блоги;0,0;2,0;2023-11-24 15:15:14.769662
ru;chat;@shachirkoo;Будни Шачира Chat;public;14;blogs;Блоги;0,0;6,0;2023-11-24 15:15:14.769662
ru;chat;@Paymurikchat;Paymurikland;public;16;blogs;Блоги;112,0;14,0;2023-11-24 15:15:08.625666
ru;chat;@razborkasmm;Продвижение в соц.сетях Chat;public;17;blogs;Блоги;0,0;3,0;2023-11-24 15:15:08.625666
ru;chat;@kurilkadimka;курилка;public;19;blogs;Блоги;0,0;2,0;2023-11-24 15:15:08.625666
ru;chat;@Dilshodbek_blog_group;Dilshodbek Travel Blog Chats;public;23;blogs;Блоги;10,0;5,0;2023-11-24 15:15:14.769662
ru;chat;@shuheromuxer;Грустный Байден;public;25;blogs;Блоги;0,0;2,0;2023-11-24 15:15:08.625666
ru;chat;@smokelab_chat;Smokelab chat;public;33;blogs;Блоги;4,0;15,0;2023-11-24 15:15:14.769662
ru;chat;@yacht_in;Аренда Яхт в Сочи 🛥 | Морские прогулки;public;36;blogs;Блоги;3,0;6,0;2023-11-24 15:15:08.625666
ru;chat;@juniorsdiarydiscuss;juniors_diary_discuss;public;38;blogs;Блоги;3,0;10,0;2023-11-24 15:15:08.625666
ru;chat;@NaryokChilL;Чилийская студия Нарьца \о/;public;41;blogs;Блоги;2,0;8,0;2023-11-24 15:15:08.625666
ru;chat;@happinessclub24;Здоровье от лекарей Тибета;public;53;blogs;Блоги;0,0;4,0;2023-11-24 15:15:08.625666
ru;chat;@top_blogger_inst;Топ блогеры Инстаграм Ютуба ВК Тикток. Чат;public;28400;blogs;Блоги;1700,0;420,0;2023-11-24 15:15:20.831436
ru;chat;@ikakprostochat;ЧАТ СТАСА АЙ КАК ПРОСТО;public;461;blogs;Блоги;62,0;23,0;2023-11-24 15:15:20.831436
ru;chat;@miumauchat;miumauchat;public;395;blogs;Блоги;364,0;146,0;2023-11-24 15:15:20.831436
ru;chat;@kairgramchat;Кайрат Нуртас - Обсуждение;public;1731;blogs;Блоги;565,0;479,0;2023-11-24 15:15:20.831436
ru;chat;@djedybreamtv;Уютный чатик ДжедиБрима;public;114;blogs;Блоги;149,0;48,0;2023-11-24 15:15:14.769662
ru;chat;@ilyabirman_chat_2;Чат канала Бирмана — 2;public;390;blogs;Блоги;426,0;363,0;2023-11-24 15:15:20.831436
ru;chat;@otrazhenieokruzheniya;ТЫ ОТРАЖЕНИЕ ОКРУЖЕНИЯ;public;119;blogs;Блоги;6,0;21,0;2023-11-24 15:15:14.769662
ru;chat;@UXUIchat;PRO UX/UI unicorn;public;128;blogs;Блоги;1,0;5,0;2023-11-24 15:15:14.769662
ru;chat;@oocitus;Болталка ооцита;public;156;blogs;Блоги;735,0;113,0;2023-11-24 15:15:14.769662
ru;chat;@famdaddydrill;только фэм это знает 💭;public;224;blogs;Блоги;182,0;216,0;2023-11-24 15:15:20.831436
ru;chat;@kindwitches;ведьмы добрые 🧙🏿;public;237;blogs;Блоги;251,0;155,0;2023-11-24 15:15:20.831436
ru;chat;@heliman0610;Скучный чат для обсуждения всякой всячины;public;32;blogs;Блоги;18,0;29,0;2023-11-24 15:15:14.769662
ru;chat;@dnevnikborghese;Дневник Боргезе;public;71;blogs;Блоги;1,0;4,0;2023-11-24 15:15:14.769662
ru;chat;@roleplayhousechat;RP House Chat;public;72;blogs;Блоги;37,0;7,0;2023-11-24 15:15:14.769662
ru;chat;@pro_skidki30;⚡Скидки и промокоды на сегодня⚡💸💰 🔥 Твоя экономия здесь!;public;88;blogs;Блоги;0,0;5,0;2023-11-24 15:15:14.769662
ru;chat;@koronavirus33;покров рулиииит;public;92;blogs;Блоги;0,0;3,0;2023-11-24 15:15:14.769662
ru;chat;@kidsoccerchat;СОККЕР-Чат;public;92;blogs;Блоги;207,0;33,0;2023-11-24 15:15:14.769662
ru;chat;@chatkramskoyyy;Kramskoy Family;public;103;blogs;Блоги;277,0;390,0;2023-11-24 15:15:14.769662
ru;chat;@navodku;Электрички из Москвы;public;113;blogs;Блоги;1,0;2,0;2023-11-24 15:15:14.769662
ru;chat;@molodhiki;Отборные Молодчики;public;119;blogs;Блоги;0,0;4,0;2023-11-24 15:15:14.769662
ru;chat;@overdoseCry;....;public;154;blogs;Блоги;0,0;0,0;2023-11-24 15:15:14.769662
ru;chat;@timinrat;Комплимент или бан😡;public;202;blogs;Блоги;370,0;396,0;2023-11-24 15:15:20.831436
ru;chat;@cdtpxx;Moloko+Chat;public;255;blogs;Блоги;25,0;70,0;2023-11-24 15:15:20.831436
ru;chat;@yoshkarola;Йошкар-Олач;public;257;blogs;Блоги;190,0;32,0;2023-11-24 15:15:20.831436
ru;chat;@tuman_shops;TUMAN SHOP CHAT;public;481;blogs;Блоги;34,0;39,0;2023-11-24 15:15:20.831436
ru;chat;@dtonsmm;digital.ton SMM Chat;public;3;blogs;Блоги;0,0;5,0;2023-11-24 15:15:14.769662
ru;chat;@SVA357;Светлана Пайменова / ЭНЕРГОПРАКТИК / специалист по ресурсным состояниям 🧚‍♀️;public;6;blogs;Блоги;5,0;8,0;2023-11-24 15:15:14.769662
ru;chat;@tel_r2dyf;Чат Любителя Интересного;public;8;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@fs_school_chat;Чат Соцпроекта «Чистота в школах-здоровье детей»;public;8;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@hochy_v_chat;Хочу в Топ Chat;public;9;blogs;Блоги;0,0;2,0;2023-11-24 15:15:14.769662
ru;chat;@stockfondchat;STOCKFOND CHAT;public;9;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@RentHouseRu_Chat;Снять Сниму Дом Коттедж Дачу в Подмосковье.;public;9;blogs;Блоги;0,0;3,0;2023-11-24 15:15:14.769662
ru;chat;@A4_group;A4 (группа);public;9;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@dushbeds;Душбед;public;10;blogs;Блоги;0,0;2,0;2023-11-24 15:15:14.769662
ru;chat;@abchihbyla;Чат видео/общения;public;10;blogs;Блоги;5,0;3,0;2023-11-24 15:15:14.769662
ru;chat;@belgorodop;Белгород ОП;public;11;blogs;Блоги;0,0;7,0;2023-11-24 15:15:14.769662
ru;chat;@ksenzovadiscuss;Ksenzova Discuss;public;12;blogs;Блоги;0,0;3,0;2023-11-24 15:15:14.769662
ru;chat;@CrossoverChat;Шаги по стеклу || Кроссовер - ЧАТ;public;12;blogs;Блоги;6,0;25,0;2023-11-24 15:15:14.769662
ru;chat;@magnitochat;Директорский чат;public;12;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@alinalivechat;Alina live chat;public;13;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@novosticomrus;Руслан Бадретдинов - а то шо по жизни;public;13;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@Chat_Captain;Chat Captain;public;13;blogs;Блоги;3,0;17,0;2023-11-24 15:15:14.769662
ru;chat;@prodigitalmeduza;Где бабки в DIGITAL- в студии Полина Медуза Chat;public;14;blogs;Блоги;0,0;1,0;2023-11-24 15:15:14.769662
ru;chat;@fludilka_nsk;Психиатрия им. Енота;public;14;blogs;Блоги;114,0;12,0;2023-11-24 15:15:14.769662
ru;chat;@iistrelkov;Стрелков Игорь Иванович (чат);public;17802;blogs;Блоги;678,0;16,0;2023-11-24 15:15:20.831436
ru;chat;@Blog_ShopSkinCare;Blog | Shop Skin Care | Блог о Красоте и Здоровье;public;6848;blogs;Блоги;25,0;4,0;2023-11-24 15:15:20.831436
ru;chat;@scallygramchattt;Scallygram Chat;public;5544;blogs;Блоги;28800,0;6100,0;2023-11-24 15:15:20.831436
ru;chat;@femboi_4vk;ЧВК Фембойчик :3;public;5055;blogs;Блоги;66300,0;4300,0;2023-11-24 15:15:20.831436
ru;chat;@youtuberi_vse;Ютубер. Чат;public;3280;blogs;Блоги;879,0;197,0;2023-11-24 15:15:20.831436
ru;chat;@tomvaproduction;REAL RED ROOM ( RRR );public;2264;blogs;Блоги;1300,0;87,0;2023-11-24 15:15:20.831436
ru;chat;@tamaev_a;Тамаев чат;public;1631;blogs;Блоги;0,0;0,0;2023-11-24 15:15:20.831436
ru;chat;@growclub12chat;КЛУБ 12 | КОМЬЮНИТИ;public;1344;blogs;Блоги;0,0;17,0;2023-11-24 15:15:20.831436
ru;chat;@ssestrenki;Сестрёнки. PRO;public;1072;blogs;Блоги;10,0;20,0;2023-11-24 15:15:20.831436
ru;chat;@lupinchat;Чат Люпина;public;1050;blogs;Блоги;373,0;484,0;2023-11-24 15:15:20.831436
ru;chat;@safaryan_alen;Alen Safaryan | Official;public;1013;blogs;Блоги;2,0;17,0;2023-11-24 15:15:20.831436
ru;chat;@koleno_krest;На бровке ⚽️;public;942;blogs;Блоги;4,0;1,0;2023-11-24 15:15:20.831436
ru;chat;@stepanov_family_chat;FAMILY | CHAT;public;910;blogs;Блоги;519,0;107,0;2023-11-24 15:15:20.831436
ru;chat;@blopochat;Чат путешественников ПОД РЮКЗАКОМ 2023;public;866;blogs;Блоги;87,0;149,0;2023-11-24 15:15:20.831436
ru;chat;@ShamovDmitry;Shamov Dmitry Chat;public;862;blogs;Блоги;1500,0;915,0;2023-11-24 15:15:20.831436
ru;chat;@dogstelepath;Зоопсихология;public;758;blogs;Блоги;0,0;1,0;2023-11-24 15:15:20.831436
ru;chat;@lizatherapy;Liza Rondik talks;public;674;blogs;Блоги;6,0;14,0;2023-11-24 15:15:20.831436
ru;chat;@Chatadminanshlak;Admin.anshlak Chat;public;597;blogs;Блоги;0,0;16,0;2023-11-24 15:15:20.831436
ru;chat;@chicha13;ЧИЧКИН-ЧАТ🐀;public;594;blogs;Блоги;167,0;191,0;2023-11-24 15:15:20.831436
ru;chat;@kungurovchat;kungurov Chat;public;588;blogs;Блоги;0,0;10,0;2023-11-24 15:15:20.831436
ru;chat;@youtube_blogeri_chat;Ютуберы блогеры | Чат;public;461;blogs;Блоги;245,0;107,0;2023-11-24 15:15:20.831436
ru;chat;@aigul_gazezova111;Айгуль Газезова - Success Together;public;440;blogs;Блоги;96,0;0,0;2023-11-24 15:15:20.831436
ru;chat;@evstasia_chat;Наш любимый детский садик колокольчик;public;428;blogs;Блоги;1900,0;138,0;2023-11-24 15:15:20.831436
ru;chat;@chatvsp;CHATVSP;public;421;blogs;Блоги;2200,0;349,0;2023-11-24 15:15:20.831436
ru;chat;@larinchat;Чат Ларина;public;368;blogs;Блоги;608,0;910,0;2023-11-24 15:15:20.831436
ru;chat;@dokky;Чат Доккича 🇷🇺;public;357;blogs;Блоги;670,0;66,0;2023-11-24 15:15:20.831436
ru;chat;@ruslanverin_chat;Руслан Верин Чат;public;352;blogs;Блоги;36,0;56,0;2023-11-24 15:15:20.831436
ru;chat;@taverna_Z;Таверна ландскнехтов;public;347;blogs;Блоги;4500,0;406,0;2023-11-24 15:15:20.831436
ru;chat;@frienbs_6;Найти друзей легко 😜;public;347;blogs;Блоги;18000,0;196,0;2023-11-24 15:15:20.831436
ru;chat;@istoriyamoeibolezni;❗️Корнеев Антон НУЖНА ПОМОЩЬ‼️‼️;public;341;blogs;Блоги;0,0;6,0;2023-11-24 15:15:20.831436
ru;chat;@grinulyachat;Grinulya Chat;public;307;blogs;Блоги;122,0;1200,0;2023-11-24 15:15:20.831436
ru;chat;@PlatinumOLW;Высшее общество;public;283;blogs;Блоги;0,0;9,0;2023-11-24 15:15:20.831436
ru;chat;@investoruiii;I am a blogger Я блогер инстаграм фейсбук;public;276;blogs;Блоги;0,0;1,0;2023-11-24 15:15:20.831436
ru;chat;@eduardzatulyviter;Райский чат Эдуарда Затулывитера;public;265;blogs;Блоги;0,0;5,0;2023-11-24 15:15:20.831436
ru;chat;@greenzkspb;Зелёный квартал ЖК СПб 🌳;public;248;blogs;Блоги;2,0;1,0;2023-11-24 15:15:20.831436
ru;chat;@izmail_random;🫒🫒🫒;public;243;blogs;Блоги;0,0;0,0;2023-11-24 15:15:20.831436
ru;chat;@rashodkarachevka;Переехал нахуй;public;235;blogs;Блоги;0,0;11,0;2023-11-24 15:15:20.831436
ru;chat;@ancapland;Чат им. Анкап-тян;public;202;blogs;Блоги;212,0;42,0;2023-11-24 15:15:20.831436
ru;chat;@Animeshka_hubX;ANIMEshka_hub👻😉🔥;public;200;blogs;Блоги;8,0;12,0;2023-11-24 15:15:20.831436
ru;chat;@Zeusblogchat;Каюта Капитана;public;192;blogs;Блоги;1,0;7,0;2023-11-24 15:15:20.831436
ru;chat;@luppoloroom;Чат в консьержке Лупполо;public;186;blogs;Блоги;556,0;82,0;2023-11-24 15:15:20.831436
ru;chat;@agi_life_chat;Чат Агиевич Про;public;180;blogs;Блоги;0,0;0,0;2023-11-24 15:15:20.831436
ru;chat;@pesokchat;Чат_Песочница;public;178;blogs;Блоги;0,0;3,0;2023-11-24 15:15:20.831436
ru;chat;@KostoChat;Алёна Косторная;public;178;blogs;Блоги;13,0;3,0;2023-11-24 15:15:20.831436
ru;chat;@BRUSICHCHAT;33 SHOP CHAT;public;176;blogs;Блоги;0,0;3,0;2023-11-24 15:15:20.831436
ru;chat;@perm_chat_gruppa;Чат Пермь;public;25127;news;НовостииСМИ;1000,0;1500,0;2023-11-24 15:15:50.986648
ru;chat;@tyumen_gruppa;Чат Тюмень;public;41563;news;НовостииСМИ;1300,0;2200,0;2023-11-24 15:15:50.986648
ru;chat;@bataysk_rjd;Батайск 🚩 и друзья 🔞;public;8269;news;НовостииСМИ;19100,0;4500,0;2023-11-24 15:15:50.986648
ru;chat;@kchrinfopapa;Архыз Домбай КЧР🏔️ЧАТ Инфопапа;public;12509;news;НовостииСМИ;1200,0;296,0;2023-11-24 15:15:50.986648
ru;chat;@specchatZ;Спецоперация Z Chat;public;25656;news;НовостииСМИ;43800,0;12900,0;2023-11-24 15:15:50.986648
ru;chat;@podslushano_sochi1;ПОДСЛУШАНО Сочи 🌴;public;27966;news;НовостииСМИ;99,0;0,0;2023-11-24 15:15:50.986648
ru;chat;@selskoe_hozyajstvo;Сельское хозяйство и пищевая промышленность России (КФХ Крестьянское фермерское хозяйство агро Агропром зерно официальный сайт).;public;24494;news;НовостииСМИ;66,0;0,0;2023-11-24 15:15:50.986648
ru;chat;@chpsochi;ЧП Сочи / Прямой эфир;public;15264;news;НовостииСМИ;4900,0;2300,0;2023-11-24 15:15:50.986648
ru;chat;@serednevskyles;ЖК "Середневский лес";public;5189;news;НовостииСМИ;330,0;383,0;2023-11-24 15:15:50.986648
ru;chat;@s_but;Северное Бутово;public;7115;news;НовостииСМИ;747,0;273,0;2023-11-24 15:15:50.986648
ru;chat;@IngSelo;Беркат Село Ингушетия;public;3265;news;НовостииСМИ;692,0;258,0;2023-11-24 15:15:44.829939
ru;chat;@comments_belgorod;КОММЕНТАРИИ › БЕЛГОРОДСКИЙ ОСВЕДОМИТЕЛЬ;public;2463;news;НовостииСМИ;9,0;3,0;2023-11-24 15:15:44.829939
ru;chat;@Chp_Laza;🚨ЧП - Лазаревское / Сочи;public;19044;news;НовостииСМИ;109,0;1,0;2023-11-24 15:15:50.986648
ru;chat;@golosa_stories;Взаимные голосования премиум;public;2680;news;НовостииСМИ;77,0;999,0;2023-11-24 15:15:44.829939
ru;chat;@love_mostovskoe;Я ❤️ МОСТОВСКОЙ;public;7307;news;НовостииСМИ;113,0;230,0;2023-11-24 15:15:50.986648
ru;chat;@sobytiyami;Мероприятия в Москве;public;13432;news;НовостииСМИ;190,0;0,0;2023-11-24 15:15:50.986648
